host,port,owner,project,source,target,z,x,y,size
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,92,4278,5801,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,42,187,3443,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,9,1954,3052,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,90,4135,2828,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,26,3665,5295,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,35,2334,3375,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,52,3932,6996,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,69,745,1483,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,36,2800,1212,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,61,1335,7790,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,88,3604,7139,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,72,4187,5964,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,48,174,8340,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,69,3041,1657,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,100,1497,7566,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,80,2464,8412,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,40,253,9157,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,74,3669,7989,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,21,356,6708,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,58,3950,1632,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,36,3815,3616,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,19,2595,5100,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,63,3658,8762,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,62,3175,3043,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,82,3778,5319,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,35,804,6620,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,32,3655,3282,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,98,1980,5049,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,83,4333,8497,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,24,2212,5553,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,28,3132,2561,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,28,1476,7762,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,59,2203,8202,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,76,2770,7409,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,5,4119,1760,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,62,538,5547,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,31,1241,2402,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,1,3274,3293,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,23,2465,7590,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,33,659,1227,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,70,4088,354,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,8,1474,7932,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,80,4513,7937,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,17,734,3179,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,31,3371,304,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,46,3981,1952,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,21,3655,283,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,3,3659,6716,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,54,4874,761,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,66,42,8890,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,5,2724,4087,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,2,1195,1922,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,25,1069,4025,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,45,2271,1311,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,0,4187,7522,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,83,1076,3994,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,55,1720,4950,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,63,894,2415,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,47,3828,3480,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,95,3322,1675,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,66,2238,3812,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,51,4969,740,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,96,4062,4326,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,95,2902,3765,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,97,891,346,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,57,1961,2693,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,53,4786,5149,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,21,1750,6210,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,73,1269,3913,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,99,3461,1447,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,71,4167,7989,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,66,3943,2650,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,3,1516,2875,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,23,1864,3598,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,49,989,4771,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,70,1903,2328,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,96,923,1535,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,6,217,7773,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,29,2503,5482,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,6,1450,3549,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,47,165,1797,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,32,2456,6381,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,100,491,2352,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,10,4017,2675,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,98,1814,6257,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,34,2297,1499,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,29,273,6788,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,64,1215,8495,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,30,2978,5836,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,85,430,2109,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,50,1374,6492,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,29,2971,2356,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,88,4294,6094,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,66,3084,6407,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,10,1330,7975,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,8,2046,631,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,6,817,413,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,84,2091,3793,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,88,3196,624,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,13,3467,8091,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,75,200,8707,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,61,2393,3779,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,49,2802,376,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,66,3578,8398,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,58,2701,556,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,10,4160,6712,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,91,2268,4567,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,65,3603,580,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,53,4429,6242,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,44,4044,1075,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,60,1956,8876,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,13,1494,4304,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,81,4393,6101,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,51,2658,6791,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,75,1577,6197,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,15,3363,6181,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,31,3937,6704,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,32,3486,396,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,100,3191,2967,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,93,4525,3658,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,25,1836,6454,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,27,2971,9185,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,90,3158,5418,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,18,2612,1627,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,58,4982,252,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,66,949,6999,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,89,1473,2740,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,20,3368,3707,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,16,3107,759,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,86,1017,8751,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,28,3942,8085,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,101,1187,5829,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,54,2660,6053,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,5,2074,8679,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,12,2743,2628,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,55,2868,6642,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,2,430,3858,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,7,3682,1311,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,53,3752,4725,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,4,658,5511,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,49,458,7035,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,19,3109,3833,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,37,1673,6308,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,31,1764,3793,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,71,3630,2622,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,20,4101,9086,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,72,1055,6834,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,91,617,4419,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,53,2870,3565,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,69,2971,345,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,60,2931,1491,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,59,763,8738,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,29,1846,3742,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,95,718,4846,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,33,705,8158,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,21,2818,4958,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,34,3487,7607,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,6,2002,5976,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,34,3109,4905,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,89,4184,7949,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,71,3152,9076,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,46,2184,3820,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,42,2592,4760,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,25,3724,1104,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,78,1896,8252,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,40,2503,2430,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,78,3064,7211,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,76,3464,6308,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,48,2344,913,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,53,1495,5989,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,81,2622,2041,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,99,532,5616,1024
http://10.128.24.33,80,Forrest,M247514_Rorb_1,REG_MARCH_21_DAPI_3,REG_MARCH_21_DAPI_1,96,1111,8402,1024
