host,port,owner,project,source,target,z,x,y,size
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,3854,7144,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,1571,398,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,2722,3600,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,4001,2268,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,883,7386,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,4170,1217,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,4245,151,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,2567,6904,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,5308,303,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,400,6311,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,2156,5734,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,1361,2997,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,902,2678,337,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,2386,6004,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,982,1919,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,4857,3044,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,3062,3852,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,2566,7331,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,4277,7445,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,4687,1048,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,3475,491,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,2393,1829,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,3462,2452,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,3728,5801,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,1671,4440,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,659,5749,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,2142,367,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,4584,4540,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,1156,6897,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,12,7159,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,903,1918,3134,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,987,6833,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,4285,5947,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,2149,6573,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,3929,4651,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,4994,315,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,1795,2364,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,4320,2391,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,1948,5460,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,2593,3995,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,3052,2394,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,757,4577,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,2354,819,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,3870,464,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,3628,7419,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,743,3414,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,4394,3510,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,3233,5998,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,904,1301,1164,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,3819,5062,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,2575,3903,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,4958,307,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,1115,6132,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,2124,2524,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,3660,179,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,1762,7422,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,2492,124,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,3729,1824,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,4106,2995,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,2910,6410,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,696,4419,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,599,7465,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,2945,7482,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,1357,554,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,4252,7160,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,1065,3274,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,905,2628,1366,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,1019,5381,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,1580,7254,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,3744,3626,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,1186,940,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,2669,3765,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,2446,2041,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,1140,2172,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,3424,4939,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,2391,5792,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,630,4315,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,4837,519,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,4080,2264,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,3475,6574,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,3585,764,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,139,7204,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,2261,233,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,1439,3206,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,906,4454,5480,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,2172,5887,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,2774,3047,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,3832,1083,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,1304,4415,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,1101,5632,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,1595,6943,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,390,2093,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,2004,1510,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,4116,2989,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,588,754,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,363,6683,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,3469,56,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,3756,4143,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,4094,6498,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,3447,5204,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,1690,263,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,265,4154,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,907,2744,7110,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,3949,4960,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,127,2018,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,88,595,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,1310,4935,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,3821,1324,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,1694,3452,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,2622,5558,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,2972,7223,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,1298,7396,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,3507,3181,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,1825,1819,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,712,6056,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,1749,473,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,2860,4433,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,4082,7275,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,3184,158,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,178,3517,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,908,217,7293,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,1783,747,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,268,6552,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,4408,6120,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,972,2792,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,1626,6153,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,241,4690,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,2152,4983,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,2240,3564,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,3145,6350,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,3316,4138,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,3953,2075,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,2790,2065,1024
http://10.128.24.33,80,Small_volumes_2018,M367240B_SSTPV_LaminB1_smallvol,STI_S01_DAPI_1,STI_S01_LaminB1,909,714,669,1024
